Gene	Module
STXBP2	geneM6
MAP2K7	geneM2
NMRK2	geneM1
DGKD	geneM18
CTTNBP2	geneM2
ACTL6B	geneM1
RARB	geneM25
TOP2B	geneM11
TM9SF3	geneM0
NFKB2	geneM5
UBE2T	geneM1
PPP1R12B	geneM2
DNAJC10	geneM8
GTF3C1	geneM19
IL4R	geneM5
USP33	geneM1
PAK3	geneM16
DCX	geneM18
SNRPA	geneM0
SPAG6	geneM1
EXOSC5	geneM0
DYNC1I2	geneM2
APBB1IP	geneM6
LRCH4	geneM0
FAM76B	geneM28
SIRT6	geneM0
POLD3	geneM0
ACTN2	geneM1
CAPZB	geneM7
GPR137B	geneM3
NAALAD2	geneM8
PHF17	geneM0
SLC25A43	geneM0
UBE2A	geneM2
FGFR1	geneM0
GTF2I	geneM0
FBLN1	geneM3
ITGA8	geneM0
CST7	geneM0
MAP2	geneM1
PIAS2	geneM1
AMPH	geneM1
ARAF	geneM3
MCCC1	geneM0
FAP	geneM0
NEBL	geneM3
ACER3	geneM2
UBE2K	geneM7
PIK3C3	geneM1
N4BP2	geneM3
C12orf5	geneM0
TULP3	geneM3
SYNJ2	geneM2
ADCY2	geneM3
PPP2R5C	geneM12
PMS2P1	geneM0
RBFOX1	geneM1
GNB1	geneM7
EDN1	geneM5
MLLT10	geneM0
ZCWPW1	geneM2
ADCYAP1R1	geneM3
FGF20	geneM0
ITM2A	geneM26
NRD1	geneM9
VDAC3	geneM9
PCM1	geneM11
TNRC6C	geneM0
CBFA2T2	geneM2
BRINP1	geneM0
ITCH	geneM2
PKD2L2	geneM0
TP53INP2	geneM2
SDF4	geneM0
MYH7B	geneM2
TP73	geneM2
TOLLIP	geneM1
UBE2D4	geneM2
CLUL1	geneM0
RUNX1T1	geneM0
THOC1	geneM8
FKBP7	geneM0
OSBPL6	geneM1
SLC1A3	geneM3
XRCC5	geneM19
LXN	geneM0
SP140	geneM0
MKNK1	geneM0
TNS1	geneM0
REXO1	geneM17
SAR1A	geneM19
CDC14A	geneM3
RAPGEF3	geneM3
CEACAM1	geneM6
SENP1	geneM0
DUSP13	geneM0
CIC	geneM7
LIPE	geneM2
FDFT1	geneM2
PAFAH1B3	geneM18
OPHN1	geneM3
KIF22	geneM4
SCGN	geneM0
LRRC16A	geneM3
PGM1	geneM3
DDX1	geneM9
DNM2	geneM2
EPB41L2	geneM2
RIMS1	geneM12
MOXD1	geneM3
STX7	geneM1
RABL2B	geneM7
KEAP1	geneM2
DDX43	geneM0
PTPRH	geneM2
DCT	geneM0
SLC35C2	geneM4
CRYBG3	geneM2
EPHA6	geneM31
SCTR	geneM1
RFX3	geneM31
RIF1	geneM2
RAB21	geneM5
SLC4A4	geneM3
SMARCA2	geneM11
SESN1	geneM13
MID2	geneM0
COL5A3	geneM3
SRCAP	geneM2
KIAA0020	geneM11
CHRNA3	geneM0
KCNN2	geneM0
CNOT4	geneM3
PSEN1	geneM2
CPOX	geneM2
CLDND1	geneM2
MOK	geneM8
HSP90AA1	geneM10
RBL1	geneM3
DLGAP4	geneM7
IGSF9B	geneM21
CROCCP3	geneM25
AP4E1	geneM2
RSBN1	geneM3
MAGI3	geneM1
CXCL2	geneM5
AFP	geneM1
COL4A4	geneM0
TCF7	geneM3
OSTM1	geneM34
CDH7	geneM0
IMPG2	geneM0
PCNP	geneM17
EXD2	geneM10
ARG2	geneM10
MEF2C	geneM1
PTPRC	geneM6
CACNA1S	geneM1
PKP1	geneM1
UBA5	geneM1
STK17B	geneM3
CDC14B	geneM2
ZNF510	geneM28
LRP2	geneM2
ZNF506	geneM0
JMJD4	geneM4
DUSP12	geneM0
AACS	geneM1
KIAA0141	geneM0
CADPS2	geneM1
PCDHB4	geneM4
PCDHA6	geneM0
PCDHGA2	geneM3
HSPB11	geneM1
PHLPP1	geneM2
ATP8B1	geneM0
IL12RB2	geneM16
SMARCD3	geneM0
WDR70	geneM0
FYB	geneM6
MPP4	geneM0
STRADB	geneM3
BZW1	geneM18
PGR	geneM1
C1QTNF3	geneM3
ME2	geneM3
C5orf22	geneM1
CCNT2	geneM0
FAM135A	geneM28
COL19A1	geneM2
EPB41L3	geneM1
COBLL1	geneM26
DLG3	geneM9
KCNK2	geneM0
SERTAD4	geneM1
TRAF5	geneM8
MRPL22	geneM7
GEMIN5	geneM0
OPRK1	geneM0
NFE2L1	geneM0
SEMA5B	geneM8
GSK3B	geneM1
ITGB5	geneM3
ERC1	geneM3
XPO1	geneM10
RNF13	geneM2
TRPM3	geneM0
PALB2	geneM4
DOPEY1	geneM8
LYRM2	geneM0
BCKDHB	geneM3
KAT6A	geneM3
ZCCHC6	geneM11
ULK2	geneM2
TNPO1	geneM3
PLOD1	geneM10
P2RX5	geneM25
ITGAE	geneM0
DIS3	geneM28
PIBF1	geneM0
TDRD3	geneM0
NUFIP1	geneM0
PDS5B	geneM7
OXCT1	geneM16
RRAGB	geneM28
CYLD	geneM2
SLC27A5	geneM0
ZNF324	geneM0
ZNF671	geneM4
ZNF416	geneM0
ZNF586	geneM0
ZNF446	geneM28
ZNF8	geneM0
ZNF264	geneM3
RPS5	geneM15
FAT1	geneM3
YTHDC1	geneM11
CHMP2B	geneM18
SMAP2	geneM1
PPIE	geneM0
ZMPSTE24	geneM3
STARD7	geneM0
NOA1	geneM7
REST	geneM3
SSH1	geneM1
GSTP1	geneM3
APLP2	geneM9
KIAA1467	geneM1
SLCO1A2	geneM2
WBP11	geneM7
EIF3I	geneM0
NKAIN1	geneM0
COL16A1	geneM1
TXLNA	geneM0
NCOA1	geneM0
AGBL5	geneM0
EFR3B	geneM0
KIF3C	geneM1
RAB10	geneM0
GCKR	geneM0
HADHA	geneM3
MAPRE3	geneM7
CAD	geneM0
CD59	geneM5
CD82	geneM2
BCORL1	geneM7
ATRX	geneM11
TAF9	geneM8
FCN1	geneM0
MYNN	geneM34
MECOM	geneM5
SCAMP1	geneM1
PREP	geneM1
HACE1	geneM1
SEH1L	geneM7
WDR47	geneM9
WDFY1	geneM20
OVGP1	geneM4
SLC25A24	geneM0
MAP3K4	geneM14
PILRA	geneM6
ABCB1	geneM26
ZNF213	geneM2
AKR1B1	geneM0
CPNE3	geneM3
RRN3	geneM5
CTTN	geneM9
WNT11	geneM0
MTIF2	geneM11
DDHD2	geneM1
TTC39A	geneM1
EPS15	geneM1
ORC1	geneM0
MGST2	geneM0
CHERP	geneM7
ATG16L1	geneM25
USP40	geneM2
POMGNT1	geneM4
RAD54L	geneM0
MAST2	geneM0
DNAJA1	geneM10
B4GALT1	geneM5
CHMP5	geneM0
NFX1	geneM4
AQP6	geneM3
DIMT1	geneM2
IPO11	geneM0
FOLH1	geneM2
EIF2AK1	geneM7
NME8	geneM2
EPDR1	geneM1
SNX10	geneM1
SEPHS1	geneM0
MRPL28	geneM8
HBQ1	geneM0
ITPKC	geneM5
FAT2	geneM0
RBM22	geneM2
TMED2	geneM0
ERO1LB	geneM17
ZFAND6	geneM3
TXLNG	geneM0
PPEF1	geneM16
LAT2	geneM6
HUWE1	geneM19
ZW10	geneM0
ALG9	geneM0
MYBPC2	geneM0
NOX4	geneM1
ACOX3	geneM0
MTMR2	geneM2
PPP1R15A	geneM0
HSD17B14	geneM3
TRIP6	geneM3
ACHE	geneM1
FTL	geneM5
SRRT	geneM10
BAX	geneM0
NLK	geneM1
PIGS	geneM0
ADAMTS2	geneM0
ATXN7L3	geneM12
PGS1	geneM0
PSMC5	geneM19
UIMC1	geneM0
CETP	geneM2
MMP2	geneM0
MT3	geneM3
LPCAT2	geneM6
GNAO1	geneM7
OGFOD1	geneM2
SH3BP2	geneM3
NOP14	geneM11
ADD1	geneM0
L2HGDH	geneM0
TXNDC16	geneM0
C14orf166	geneM0
NID2	geneM18
GMCL1	geneM4
SF3B2	geneM19
KLHL42	geneM1
GNAS	geneM1
DNM1L	geneM1
PTHLH	geneM23
PHACTR3	geneM2
ERGIC2	geneM21
TFAP2C	geneM3
AURKA	geneM0
CASS4	geneM6
PIR	geneM3
AAMDC	geneM2
RFX2	geneM3
METTL2A	geneM0
SULT2B1	geneM0
ALG6	geneM4
CNOT3	geneM7
GP6	geneM0
PTPN4	geneM1
DDX18	geneM20
KHSRP	geneM7
GNA11	geneM12
ASAP3	geneM5
EDEM2	geneM4
DNMT3B	geneM0
REM1	geneM0
TPX2	geneM13
FER1L4	geneM13
PDRG1	geneM0
EPB41L1	geneM7
DOCK9	geneM2
ANKRD10	geneM0
TGDS	geneM3
DOCK3	geneM1
C3orf18	geneM1
COQ9	geneM3
KIF9	geneM0
ARHGAP28	geneM31
CRLS1	geneM28
PPP1R13B	geneM7
ATRN	geneM1
SMOX	geneM3
SIGLEC1	geneM6
FKBP1A	geneM0
NSFL1C	geneM7
SLC4A11	geneM0
C20orf194	geneM0
ZNF343	geneM0
EBF4	geneM18
CPXM1	geneM0
MAVS	geneM3
LZTS3	geneM1
F11	geneM4
XRN2	geneM0
PLK1S1	geneM1
DYNLL1	geneM0
TESC	geneM1
SNX5	geneM3
RPL6	geneM15
MAPKAPK5	geneM4
P2RX7	geneM2
ESF1	geneM11
RBBP9	geneM3
ANAPC5	geneM2
SLC23A2	geneM4
SLC8B1	geneM5
TMEM230	geneM0
DZANK1	geneM0
KDM2B	geneM0
C20orf26	geneM0
TASP1	geneM4
OAS1	geneM32
GCN1L1	geneM0
RPLP0	geneM0
PXN	geneM5
SIRT4	geneM24
RPH3A	geneM1
KIF16B	geneM11
TRMT6	geneM0
CHGB	geneM9
PEBP1	geneM9
BRAP	geneM0
ERP29	geneM19
NOS1	geneM2
FUS	geneM7
IGBP1	geneM0
FXYD5	geneM6
ZNF302	geneM30
GRAMD1A	geneM0
FXYD3	geneM3
HEPH	geneM3
CDIP1	geneM1
CMTM1	geneM0
KCNH4	geneM1
GANAB	geneM19
GMIP	geneM6
RBM41	geneM0
BIRC5	geneM0
LAG3	geneM0
MLF2	geneM7
OTUB2	geneM0
DDX24	geneM9
ZBTB25	geneM13
NECAP1	geneM1
ARHGAP4	geneM6
ANKRD24	geneM12
DHX32	geneM3
RCOR1	geneM5
GPATCH2L	geneM0
LTBP4	geneM0
BLVRB	geneM0
SLC9A1	geneM1
SPTLC1	geneM0
PAPOLA	geneM10
CCNK	geneM7
PCBP4	geneM2
RGS1	geneM6
YPEL3	geneM13
MRPS33	geneM33
NDUFB2	geneM33
NUDC	geneM11
MAEA	geneM0
ICAM1	geneM5
STRN4	geneM0
IRAK3	geneM5
LYZ	geneM5
MUL1	geneM0
TFAP4	geneM13
PDCD7	geneM0
SPG21	geneM2
DNAJB11	geneM10
LEPREL1	geneM6
THPO	geneM0
CHRD	geneM8
FLT3LG	geneM3
RAB11FIP3	geneM12
GNPTG	geneM14
ZNF268	geneM3
GOLGA3	geneM0
PABPC4	geneM6
CD209	geneM0
CERS4	geneM2
MCOLN1	geneM1
USP48	geneM11
EFNB1	geneM3
PDPR	geneM2
AARS	geneM9
GLG1	geneM19
KIF4A	geneM0
TNRC6A	geneM8
FCGBP	geneM6
PLEKHG2	geneM5
DLL3	geneM0
NAT14	geneM0
PITPNM2	geneM17
EXOC1	geneM8
RBM27	geneM3
OSBPL8	geneM0
DTX2	geneM0
NLRC4	geneM6
PUS7	geneM8
NRCAM	geneM1
LAMB1	geneM8
SLC26A4	geneM8
DLD	geneM0
WDR7	geneM1
TXNL1	geneM1
ABCC6	geneM0
CMTM6	geneM6
ITGA6	geneM3
RAPGEF4	geneM1
MLTK	geneM5
SMPX	geneM1
FH	geneM9
SEL1L3	geneM3
TF	geneM2
CDV3	geneM11
MYO15A	geneM1
ALKBH5	geneM1
NLRP1	geneM13
PITPNM3	geneM12
SPAG7	geneM0
ORC6	geneM8
ZFHX4	geneM3
SLC17A6	geneM1
ZC3HC1	geneM0
ESR1	geneM1
RGS17	geneM16
ANGPT2	geneM5
TMEM101	geneM2
CD200	geneM1
CCDC80	geneM3
PSME1	geneM5
PPP2R3C	geneM1
HAUS4	geneM3
JPH4	geneM17
MYH7	geneM13
SLC7A8	geneM1
OSGEP	geneM4
SLC22A17	geneM13
RNF31	geneM4
SCFD1	geneM8
G2E3	geneM17
HECTD1	geneM19
HNRNPC	geneM0
SUPT16H	geneM19
TOX4	geneM1
GEMIN2	geneM0
TGM1	geneM0
TINF2	geneM0
SEMA6A	geneM2
TRPM7	geneM30
TYRO3	geneM1
WDR76	geneM30
CAPN3	geneM2
SNAP23	geneM3
TBX15	geneM5
PHGDH	geneM3
COL9A3	geneM18
EZR	geneM3
MYL6	geneM15
AGO1	geneM1
TEKT2	geneM0
CLSPN	geneM0
RFFL	geneM2
UNC13D	geneM0
MFSD11	geneM4
DPYSL2	geneM2
TGFB2	geneM3
GPATCH2	geneM0
NUP50	geneM0
CDC45	geneM0
COMT	geneM3
CECR1	geneM6
XXbac-B461K10.4	geneM0
ECHDC1	geneM2
LRRFIP2	geneM0
SEC22C	geneM2
XYLB	geneM1
HDAC6	geneM0
KRT31	geneM2
CDC6	geneM10
UPRT	geneM0
CDC23	geneM0
AAAS	geneM25
CBX5	geneM7
FMO2	geneM0
SUCO	geneM4
MSH2	geneM9
MAP3K1	geneM3
DHPS	geneM9
HOOK2	geneM12
ARCN1	geneM29
EPB41L4B	geneM1
TMEM38B	geneM2
PSMD5	geneM7
PTGS1	geneM6
NUP188	geneM0
CRAT	geneM3
SH2D3C	geneM0
NANS	geneM0
TBC1D2	geneM2
DFNB31	geneM2
PDE6C	geneM0
CWF19L1	geneM0
SEMA4G	geneM0
BTAF1	geneM20
IKZF5	geneM7
BLNK	geneM6
TLL2	geneM1
CYP26A1	geneM2
TDRD1	geneM1
SORBS1	geneM3
CRTAC1	geneM1
BAMBI	geneM2
IL11	geneM0
MYO3A	geneM0
WAC	geneM0
CREM	geneM5
NUBP2	geneM2
C19orf77	geneM1
HIVEP1	geneM0
TREM2	geneM6
FKBP5	geneM5
SRPK1	geneM13
BRPF3	geneM7
MRPS18A	geneM0
TMEM14A	geneM1
EFHC1	geneM22
HSP90AB1	geneM10
CDC5L	geneM11
ITPR3	geneM5
ZNF184	geneM1
DSP	geneM27
SIRT1	geneM2
HNRNPH3	geneM7
IFT74	geneM0
JAK2	geneM0
IL12RB1	geneM6
ABL1	geneM2
ACOT7	geneM1
SH3GLB1	geneM3
CDC7	geneM8
SYDE2	geneM0
PCSK5	geneM3
SCD	geneM2
TMED1	geneM3
ABLIM1	geneM3
ERMP1	geneM2
RAB18	geneM34
NRP1	geneM3
HSD17B7P2	geneM0
PRTFDC1	geneM3
PALMD	geneM26
TSPAN15	geneM2
H2AFY2	geneM0
FAM21A	geneM0
MAST3	geneM1
MZF1	geneM12
OCEL1	geneM0
MYO9B	geneM2
KCNK6	geneM6
CATSPERG	geneM2
PSMD8	geneM9
FBXL19	geneM12
STX1B	geneM7
HSD3B7	geneM5
SETD1A	geneM7
BCL7C	geneM3
EFNA2	geneM0
CIRBP	geneM4
ATP5D	geneM0
C19orf26	geneM21
PCDH11Y	geneM0
PRKY	geneM1
IGFALS	geneM4
HNRNPM	geneM11
MARCH2	geneM12
NDUFB7	geneM15
TECR	geneM0
TIMM13	geneM0
CDC34	geneM14
MTAP	geneM0
CEP170B	geneM12
POLR2E	geneM0
POLRMT	geneM14
HCN2	geneM1
CDHR5	geneM0
IZUMO4	geneM3
RASSF7	geneM25
GADD45B	geneM5
PALM	geneM12
MADCAM1	geneM1
MKNK2	geneM10
ARVCF	geneM0
TRMT2A	geneM4
RANBP1	geneM0
ZDHHC8	geneM0
KLHL22	geneM8
MED15	geneM7
SERPIND1	geneM0
SNAP29	geneM0
CRKL	geneM0
LZTR1	geneM0
MMP11	geneM0
CECR2	geneM18
SMARCB1	geneM7
P2RX6	geneM1
DERL3	geneM0
SLC7A4	geneM1
BCL2L13	geneM0
DDTL	geneM0
DDT	geneM15
GSTT2	geneM0
OSM	geneM5
CABIN1	geneM1
TBC1D10A	geneM3
SUSD2	geneM0
SF3A1	geneM7
GGT5	geneM5
RNF215	geneM4
SEC14L2	geneM3
SPECC1L	geneM0
PPIL2	geneM0
UPB1	geneM0
YPEL1	geneM0
SNRPD3	geneM11
PES1	geneM19
MAPK1	geneM0
GGT1	geneM0
PRODH	geneM3
PPM1F	geneM12
SLC35E4	geneM0
TOP3B	geneM25
CYTH4	geneM6
DGCR14	geneM10
CRYBB2P1	geneM1
MFNG	geneM6
CARD10	geneM26
LRP5L	geneM0
SLC25A1	geneM3
ADRBK2	geneM1
GGA1	geneM0
HIRA	geneM0
SH3BP1	geneM1
SEZ6L	geneM1
LGALS1	geneM0
HPS4	geneM4
PIK3IP1	geneM4
NOL12	geneM22
SRRD	geneM0
PATZ1	geneM4
TRIOBP	geneM3
TFIP11	geneM19
GCAT	geneM0
CRYBB1	geneM4
ANKRD54	geneM0
EIF3L	geneM15
NHP2L1	geneM0
MICALL1	geneM18
POLR2F	geneM2
SOX10	geneM2
CCDC134	geneM4
DEPDC5	geneM9
PICK1	geneM9
TTC28	geneM3
SLC16A8	geneM2
CENPM	geneM0
SEPT3	geneM1
TPTEP1	geneM2
SLC5A4	geneM0
KDELR3	geneM0
CYP2D6	geneM0
DDX17	geneM22
DMC1	geneM4
TCF20	geneM0
HSCB	geneM0
CBY1	geneM0
TOMM22	geneM0
RTDR1	geneM1
XBP1	geneM10
RTCB	geneM9
JOSD1	geneM0
FBXO7	geneM2
GTPBP1	geneM4
POLDIP3	geneM29
RAB36	geneM4
TIMP3	geneM3
PPP6R2	geneM14
SBF1	geneM12
SUN2	geneM2
CYB5R3	geneM0
DNAL4	geneM1
C22orf31	geneM4
LMF2	geneM0
RHBDD3	geneM14
PACSIN2	geneM0
TTLL1	geneM0
RASL10A	geneM0
AP1B1	geneM0
HMGXB4	geneM2
TOM1	geneM7
NEFH	geneM1
CHKB	geneM8
HMOX1	geneM6
MCAT	geneM0
THOC5	geneM0
MCM5	geneM0
ARSA	geneM2
TSPO	geneM5
RASD2	geneM1
TTLL12	geneM12
CBX7	geneM1
PDGFB	geneM0
ACR	geneM0
CABP7	geneM2
RPL3	geneM15
ZMAT5	geneM3
RBFOX2	geneM8
SYNGR1	geneM1
TAB1	geneM4
ASCC2	geneM3
MTMR3	geneM3
MIEF1	geneM0
APOL4	geneM5
PNPLA5	geneM1
APOL1	geneM5
PNPLA3	geneM3
MYH9	geneM5
CACNA1I	geneM1
SAMM50	geneM0
TXN2	geneM0
FOXRED2	geneM4
GRAP2	geneM0
EIF3D	geneM19
TNRC6B	geneM0
SGSM3	geneM24
IFT27	geneM4
PVALB	geneM1
KIAA0930	geneM0
NCF4	geneM6
CSF2RB	geneM6
SLC25A17	geneM0
FAM118A	geneM0
KCTD17	geneM12
ST13	geneM10
RBX1	geneM33
EP300	geneM29
L3MBTL2	geneM25
CHADL	geneM2
RANGAP1	geneM25
ZC3H7B	geneM12
PHF5A	geneM2
ACO2	geneM3
POLR3H	geneM0
TRMU	geneM8
PMM1	geneM0
DESI1	geneM0
CERK	geneM1
BRD1	geneM14
ZBED4	geneM0
MLC1	geneM3
HDAC10	geneM0
KCNK10	geneM2
ABHD4	geneM3
KHNYN	geneM3
FKBP3	geneM0
SDR39U1	geneM0
GZMH	geneM0
GZMB	geneM0
RBM23	geneM0
PRMT5	geneM0
COCH	geneM16
AP4S1	geneM1
POLE2	geneM4
VCPKMT	geneM1
SOS2	geneM2
CDKL1	geneM1
NIN	geneM11
PYGL	geneM5
TRIM9	geneM21
PSMC6	geneM9
GNPNAT1	geneM0
DDHD1	geneM21
CDKN3	geneM0
CNIH1	geneM7
CGRRF1	geneM3
ATP6V1D	geneM9
PLEK2	geneM0
PIGH	geneM0
PSMA3	geneM7
VTI1B	geneM0
TIMM9	geneM7
GSTZ1	geneM4
KIAA0586	geneM0
TMED8	geneM0
SAMD15	geneM0
AHSA1	geneM10
DAAM1	geneM17
ISM2	geneM0
SPTLC2	geneM2
RIN3	geneM6
LGMN	geneM20
ALKBH1	geneM0
SNW1	geneM19
CHGA	geneM1
ITPK1	geneM2
DHRS7	geneM0
PPM1A	geneM1
SIX4	geneM10
GALNT16	geneM0
ASB2	geneM1
CEP128	geneM0
ERH	geneM0
HIF1A	geneM5
KIAA0247	geneM5
SRSF5	geneM8
SLC10A1	geneM0
EIF5	geneM1
SLC8A3	geneM8
DICER1	geneM2
ZFYVE21	geneM3
MTHFD1	geneM0
ZC3H14	geneM0
TELO2	geneM0
PCNX	geneM0
GSKIP	geneM1
VRK1	geneM0
PSMC1	geneM9
PAPLN	geneM3
RPS6KA5	geneM0
SMEK1	geneM0
C14orf93	geneM0
PSMB5	geneM9
YY1	geneM2
ACIN1	geneM11
CCNB1IP1	geneM0
TRIP11	geneM30
APEX1	geneM7
PABPN1	geneM14
EFS	geneM2
ARHGAP5	geneM3
CINP	geneM4
DHRS2	geneM0
SRP54	geneM19
CPNE6	geneM0
CHD8	geneM19
PCK2	geneM3
KIAA0391	geneM3
DCAF11	geneM12
PSMA6	geneM0
NFKBIA	geneM5
EMC9	geneM0
PSME2	geneM32
BRMS1L	geneM7
REC8	geneM0
TM9SF1	geneM3
SEC23A	geneM1
GMPR2	geneM9
PNN	geneM11
RABGGTA	geneM0
NFATC4	geneM3
PLTP	geneM3
PCIF1	geneM7
GSS	geneM4
VSX1	geneM3
TRPC4AP	geneM29
PYGB	geneM4
ABHD12	geneM2
PROCR	geneM0
GINS1	geneM0
NINL	geneM3
CD40	geneM6
UQCC1	geneM1
ZMYND8	geneM0
SGK2	geneM2
IFT52	geneM4
HNF4A	geneM13
NDRG3	geneM9
SLA2	geneM0
C20orf24	geneM0
NFATC2	geneM6
RIMS4	geneM12
PABPC1L	geneM0
STK4	geneM1
ADNP	geneM29
PFDN4	geneM0
DOK5	geneM3
CSTF1	geneM0
BMP7	geneM3
RAE1	geneM13
TPD52L2	geneM0
DNAJC5	geneM9
NELFCD	geneM0
CTSZ	geneM6
PRPF6	geneM19
TUBB1	geneM0
SLMO2	geneM3
HRH3	geneM1
MTG2	geneM4
PSMA7	geneM0
SLCO4A1	geneM5
NTSR1	geneM0
MRGBP	geneM0
TCFL5	geneM2
DIDO1	geneM0
GID8	geneM0
SLC17A9	geneM6
NKAIN4	geneM3
ARFGAP1	geneM14
COL20A1	geneM0
CHRNA4	geneM2
EEF1A2	geneM1
PTK6	geneM0
GMEB2	geneM0
C20orf27	geneM0
SPEF1	geneM8
CDC25B	geneM0
ISM1	geneM0
RNF24	geneM1
ARFRP1	geneM14
NDUFAF5	geneM8
SEL1L2	geneM0
TRIB3	geneM20
RASSF2	geneM2
CSNK2A1	geneM19
SLC52A3	geneM5
RSPO4	geneM4
CDS2	geneM9
PROKR2	geneM2
HM13	geneM0
SNPH	geneM12
MYLK2	geneM26
SIRPB1	geneM0
SEC23B	geneM3
FERMT1	geneM0
PDYN	geneM0
CCM2L	geneM26
PLCB4	geneM1
MYL9	geneM27
HCK	geneM6
TM9SF4	geneM7
TLDC2	geneM0
CRNKL1	geneM0
POFUT1	geneM3
SAMHD1	geneM5
PAK7	geneM1
KIF3B	geneM0
MROH8	geneM0
NOP56	geneM0
MANBAL	geneM0
IDH3B	geneM9
MAPRE1	geneM5
JAG1	geneM5
CDK5RAP1	geneM9
SNTA1	geneM3
TTI1	geneM0
E2F1	geneM2
RPRD1B	geneM0
PXMP4	geneM2
CHMP4B	geneM9
BPI	geneM0
SLC32A1	geneM23
CST3	geneM3
ACTR5	geneM0
WFDC2	geneM0
AHCY	geneM0
PPP1R16B	geneM1
FAM83D	geneM0
DHX35	geneM4
DNTTIP1	geneM0
MAP1LC3A	geneM0
SYNDIG1	geneM2
PIGU	geneM29
TNNC2	geneM0
ACOT8	geneM0
APMAP	geneM9
CELF4	geneM0
ZNF516	geneM3
CDH20	geneM3
ADNP2	geneM2
RBFA	geneM0
USP14	geneM7
VAPA	geneM7
METTL4	geneM0
LPIN2	geneM3
SMCHD1	geneM3
MYOM1	geneM3
MYL12A	geneM5
CEP76	geneM0
ST8SIA5	geneM1
CEP192	geneM0
RNMT	geneM1
SMAD7	geneM2
LIPG	geneM6
LAMA1	geneM3
RNF125	geneM2
ANKRD12	geneM11
NOL4	geneM31
POLI	geneM0
MIB1	geneM30
RBBP8	geneM0
RIOK3	geneM2
CSTF2	geneM0
MXRA5	geneM0
VSIG1	geneM0
PSMD10	geneM2
ATG4A	geneM10
STS	geneM1
TBL1X	geneM3
GPR143	geneM3
PGRMC1	geneM0
POLA1	geneM3
MID1	geneM3
NKAP	geneM0
RHOXF1	geneM1
NXT2	geneM3
RP3-324O17.4	geneM0
ALG13	geneM4
PRPS2	geneM16
MOSPD1	geneM0
AMMECR1	geneM28
CHRDL1	geneM3
WDR13	geneM12
SUV39H1	geneM4
SRPX	geneM3
GLRA2	geneM16
XIAP	geneM0
STAG2	geneM3
ATP11C	geneM6
MCF2	geneM1
ABCD1	geneM3
CCDC22	geneM2
CACNA1F	geneM1
SYP	geneM9
PLP2	geneM5
BMX	geneM27
PLS3	geneM2
NAA10	geneM22
RENBP	geneM2
ELF4	geneM6
SMARCA1	geneM0
MTMR8	geneM4
ASB9	geneM0
ZC3H12B	geneM1
RBBP7	geneM0
KCND1	geneM0
SLC25A14	geneM1
FMR1	geneM7
PIM2	geneM0
SCML2	geneM0
SLC35A2	geneM1
PQBP1	geneM0
RS1	geneM2
PCSK1N	geneM0
EMD	geneM7
TAZ	geneM0
RAB40AL	geneM0
PGK1	geneM1
MAGT1	geneM2
SMS	geneM0
PHEX	geneM3
UBL4A	geneM0
CD99L2	geneM9
EEA1	geneM0
RP2	geneM6
PHF16	geneM2
CDK16	geneM0
USP11	geneM7
PCYT1B	geneM4
HTATSF1	geneM11
TIMP1	geneM5
KLHL4	geneM2
GABRE	geneM5
PCDH11X	geneM0
FGD1	geneM0
PIN4	geneM0
PORCN	geneM0
MAGED2	geneM4
RBM3	geneM4
KLF8	geneM1
SRPX2	geneM0
SYTL4	geneM3
ZDHHC15	geneM0
CENPI	geneM0
DRP2	geneM1
TAF7L	geneM31
PBDC1	geneM11
GLA	geneM0
ARMCX3	geneM9
BEX4	geneM9
KIAA0226L	geneM3
NALCN	geneM2
FGF14	geneM1
HTR2A	geneM1
NDFIP2	geneM1
TNFSF13B	geneM1
FNDC3A	geneM3
CDADC1	geneM0
CAB39L	geneM1
KLF5	geneM17
STK24	geneM1
ACP5	geneM2
DNAJC3	geneM5
UGGT2	geneM8
ARHGEF7	geneM1
FGF9	geneM1
SGCG	geneM1
PARP4	geneM2
SUPT20H	geneM34
MRPS31	geneM0
SLC25A15	geneM0
KPNA3	geneM0
FLT1	geneM5
RGCC	geneM3
VWA8	geneM3
DGKH	geneM0
KATNAL1	geneM2
INTS6	geneM10
DHRS12	geneM4
MEDAG	geneM5
TSC22D1	geneM13
CLN5	geneM3
OLFM4	geneM0
MSLN	geneM6
MGRN1	geneM7
ZNF629	geneM4
TRADD	geneM2
HSF4	geneM13
CORO1A	geneM0
MAPK3	geneM0
GDPD3	geneM0
ELMO3	geneM1
PHKB	geneM0
LYRM1	geneM0
NUTF2	geneM0
NUP93	geneM4
CENPT	geneM8
TSNAXIP1	geneM8
NFAT5	geneM0
LONP2	geneM0
N4BP1	geneM0
CBLN1	geneM0
ARL2BP	geneM0
PLLP	geneM2
ZNF423	geneM3
DHODH	geneM0
CTCF	geneM11
ACD	geneM0
POLR2C	geneM9
PARD6A	geneM12
ZNF821	geneM4
MMP15	geneM3
USB1	geneM7
CYB5B	geneM0
CCDC113	geneM4
NME3	geneM0
NDRG4	geneM9
PSMD7	geneM9
SETD6	geneM8
SLC38A7	geneM4
VAC14	geneM7
HAS3	geneM0
TANGO6	geneM0
COG4	geneM25
SMPD3	geneM0
SLC7A6OS	geneM0
SLC7A6	geneM0
PLA2G15	geneM13
ESRP2	geneM0
