"","Set","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection"
"47","C4A-negative",1,TRUE,0.0188,747,931,70,0.075,0.094,"GO:0051960","BP",11,"regulation of nervous system development",1,"FKBP4,ARHGAP44,PAFAH1B1,FSTL4,SYT1,VPS35,TRPC5,RARB,PAK3,MAP2,RIMS1,GSK3B,DNM1L,RANBP1,CRKL,LGALS1,MCF2,STK24,NDRG4,SCN1B,CPEB3,PRPF19,FIG4,RTN4,MARK1,TRIM32,BCL11A,RAP2A,EFNB2,FLRT3,RNF112,EIF2AK4,OLFM1,SNAP25,SYT4,ATP8A2,PLXNC1,ZNF365,PPP3CA,ADCYAP1,PRKACB,SYT2,CPNE9,CNTN4,SNCA,PLK2,TPBG,PAK1,BEND6,SYNJ1,SERPINI1,CDK5,RET,NDEL1,ENC1,LRRN3,LIG4,VWC2L,RIMS2,BDNF,CAMK1D,NAP1L2,DCC,VWC2,DNM3,SMURF1,BHLHB9,VSTM5,PLXNA4,ETV5"
"48","C4A-negative",1,TRUE,0.00352,955,931,90,0.097,0.094,"GO:0048666","BP",11,"neuron development",1,"FKBP4,ARHGAP44,PAFAH1B1,MAPK9,PIK3CB,FSTL4,SYT1,GBA2,TRPC5,NTN4,USP33,PAK3,MAP2,RIMS1,EPB41L3,GSK3B,DNM1L,RANBP1,LGALS1,MCF2,STK24,NDRG4,SCN1B,GRB10,LHX6,PPP3CB,CPEB3,MAPK10,FIG4,RTN4,MARK1,OLFM3,TRIM32,NR4A3,BCL11A,NRN1,DOK4,RAP2A,EFNB2,FLRT3,EIF2AK4,OLFM1,KIF3A,SNAP25,SYT4,ATP8A2,DCLK1,CHL1,PLXNC1,ARL3,ZNF365,PPP3CA,ADCYAP1,SYT2,SLC4A10,CPNE9,CNTN4,PLK2,SH3KBP1,SHC3,PAK1,UHMK1,UCHL1,ELAVL4,SERPINI1,HCN1,CDK5,HPRT1,RET,NDEL1,ATCAY,GFRA2,ENC1,RAPH1,FBXO45,RIMS2,BDNF,CAMK1D,OPCML,DRD1,CCK,DCC,ADARB1,DNM3,ATL1,SMURF1,BHLHB9,DOK6,PLXNA4,FMN1"
"49","C4A-negative",1,TRUE,0.00197,69,931,15,0.016,0.217,"GO:0021954","BP",11,"central nervous system neuron development",2,"PAFAH1B1,GBA2,MAP2,SCN1B,LHX6,DCLK1,SLC4A10,CDK5,HPRT1,NDEL1,FBXO45,DRD1,DCC,ADARB1,PLXNA4"
"50","C4A-negative",1,TRUE,0.00779,847,931,80,0.086,0.094,"GO:0031175","BP",11,"neuron projection development",2,"FKBP4,ARHGAP44,PAFAH1B1,PIK3CB,FSTL4,SYT1,TRPC5,NTN4,USP33,PAK3,MAP2,RIMS1,EPB41L3,GSK3B,DNM1L,RANBP1,LGALS1,MCF2,STK24,NDRG4,SCN1B,GRB10,PPP3CB,CPEB3,FIG4,RTN4,MARK1,TRIM32,NR4A3,BCL11A,NRN1,DOK4,RAP2A,EFNB2,FLRT3,EIF2AK4,OLFM1,KIF3A,SNAP25,SYT4,ATP8A2,DCLK1,CHL1,PLXNC1,ZNF365,PPP3CA,ADCYAP1,SYT2,CPNE9,CNTN4,PLK2,SH3KBP1,SHC3,PAK1,UHMK1,UCHL1,ELAVL4,SERPINI1,CDK5,HPRT1,RET,NDEL1,ATCAY,GFRA2,ENC1,RAPH1,FBXO45,RIMS2,BDNF,CAMK1D,CCK,DCC,ADARB1,DNM3,ATL1,SMURF1,BHLHB9,DOK6,PLXNA4,FMN1"
"51","C4A-negative",1,TRUE,0.000429,560,931,63,0.068,0.113,"GO:0048812","BP",11,"neuron projection morphogenesis",3,"ARHGAP44,PAFAH1B1,PIK3CB,FSTL4,SYT1,TRPC5,NTN4,USP33,PAK3,MAP2,RIMS1,EPB41L3,GSK3B,DNM1L,MCF2,STK24,SCN1B,GRB10,PPP3CB,RTN4,NR4A3,BCL11A,NRN1,DOK4,RAP2A,EFNB2,FLRT3,EIF2AK4,OLFM1,SYT4,ATP8A2,DCLK1,CHL1,PLXNC1,ZNF365,PPP3CA,SYT2,CPNE9,CNTN4,SH3KBP1,SHC3,PAK1,UCHL1,ELAVL4,CDK5,HPRT1,RET,NDEL1,GFRA2,RAPH1,FBXO45,RIMS2,BDNF,CCK,DCC,ADARB1,DNM3,ATL1,SMURF1,BHLHB9,DOK6,PLXNA4,FMN1"
"52","C4A-negative",1,TRUE,0.0015,147,931,24,0.026,0.163,"GO:1990138","BP",11,"neuron projection extension",4,"PAFAH1B1,SYT1,TRPC5,MAP2,RIMS1,GSK3B,PPP3CB,RTN4,BCL11A,NRN1,FLRT3,EIF2AK4,OLFM1,SYT4,DCLK1,SYT2,CPNE9,PAK1,CDK5,NDEL1,RAPH1,RIMS2,SMURF1,PLXNA4"
"53","C4A-negative",1,TRUE,0.00843,32,931,9,0.01,0.281,"GO:0097484","BP",11,"dendrite extension",5,"SYT1,RIMS1,RTN4,BCL11A,SYT4,SYT2,CPNE9,RIMS2,SMURF1"
"54","C4A-negative",1,TRUE,0.0205,504,931,51,0.055,0.101,"GO:0048667","BP",11,"cell morphogenesis involved in neuron differentiation",1,"ARHGAP44,PAFAH1B1,PIK3CB,FSTL4,TRPC5,NTN4,USP33,PAK3,MAP2,GSK3B,DNM1L,MCF2,SCN1B,GRB10,PPP3CB,RTN4,NR4A3,DOK4,RAP2A,EFNB2,FLRT3,OLFM1,ATP8A2,DCLK1,CHL1,PLXNC1,ZNF365,PPP3CA,CNTN4,SH3KBP1,SHC3,PAK1,UCHL1,ELAVL4,CDK5,HPRT1,RET,NDEL1,GFRA2,RAPH1,FBXO45,BDNF,CCK,DCC,ADARB1,DNM3,ATL1,BHLHB9,DOK6,PLXNA4,FMN1"
"55","C4A-negative",1,TRUE,0.0438,399,931,41,0.044,0.103,"GO:0007409","BP",11,"axonogenesis",2,"PAFAH1B1,PIK3CB,FSTL4,TRPC5,NTN4,USP33,PAK3,MAP2,GSK3B,MCF2,SCN1B,GRB10,PPP3CB,RTN4,NR4A3,DOK4,EFNB2,FLRT3,OLFM1,ATP8A2,DCLK1,CHL1,PLXNC1,CNTN4,SH3KBP1,SHC3,PAK1,UCHL1,CDK5,RET,NDEL1,GFRA2,RAPH1,FBXO45,BDNF,CCK,DCC,ADARB1,ATL1,DOK6,PLXNA4"
"56","C4A-negative",1,TRUE,0.0244,31,931,8,0.009,0.258,"GO:0021955","BP",11,"central nervous system neuron axonogenesis",3,"PAFAH1B1,SCN1B,DCLK1,NDEL1,FBXO45,DCC,ADARB1,PLXNA4"
"57","C4A-negative",1,TRUE,0.0302,25,931,7,0.008,0.28,"GO:0021952","BP",11,"central nervous system projection neuron axonogenesis",4,"PAFAH1B1,SCN1B,DCLK1,FBXO45,DCC,ADARB1,PLXNA4"
"58","C4A-negative",1,TRUE,0.0358,677,931,63,0.068,0.093,"GO:0050767","BP",11,"regulation of neurogenesis",1,"FKBP4,ARHGAP44,PAFAH1B1,FSTL4,SYT1,TRPC5,RARB,PAK3,MAP2,RIMS1,GSK3B,DNM1L,RANBP1,CRKL,LGALS1,MCF2,STK24,NDRG4,SCN1B,CPEB3,PRPF19,FIG4,RTN4,MARK1,TRIM32,BCL11A,RAP2A,EFNB2,RNF112,EIF2AK4,OLFM1,SNAP25,SYT4,ATP8A2,PLXNC1,ZNF365,PPP3CA,ADCYAP1,SYT2,CPNE9,CNTN4,PLK2,PAK1,BEND6,SYNJ1,SERPINI1,CDK5,RET,NDEL1,ENC1,LIG4,VWC2L,RIMS2,BDNF,CAMK1D,NAP1L2,DCC,VWC2,DNM3,SMURF1,BHLHB9,PLXNA4,ETV5"
"59","C4A-negative",1,TRUE,0.0019,554,931,60,0.064,0.108,"GO:0045664","BP",11,"regulation of neuron differentiation",1,"FKBP4,ARHGAP44,PAFAH1B1,FSTL4,SYT1,TRPC5,RARB,PAK3,MAP2,RIMS1,GSK3B,DNM1L,RANBP1,LGALS1,MCF2,STK24,NDRG4,SCN1B,CPEB3,PRPF19,FIG4,RTN4,MARK1,TRIM32,BCL11A,RAP2A,EFNB2,RNF112,EIF2AK4,OLFM1,SNAP25,SYT4,ATP8A2,PLXNC1,ZNF365,PPP3CA,ADCYAP1,SYT2,CPNE9,CNTN4,PLK2,PAK1,BEND6,SERPINI1,CDK5,RET,NDEL1,ENC1,VWC2L,RIMS2,BDNF,CAMK1D,NAP1L2,DCC,VWC2,DNM3,SMURF1,BHLHB9,PLXNA4,ETV5"
"60","C4A-negative",1,TRUE,0.0127,320,931,37,0.04,0.116,"GO:0045666","BP",11,"positive regulation of neuron differentiation",2,"PAFAH1B1,SYT1,TRPC5,RARB,PAK3,RIMS1,DNM1L,RANBP1,NDRG4,SCN1B,CPEB3,PRPF19,FIG4,RTN4,TRIM32,RNF112,SYT4,ATP8A2,PLXNC1,ADCYAP1,SYT2,CPNE9,PAK1,BEND6,SERPINI1,RET,NDEL1,ENC1,VWC2L,RIMS2,BDNF,CAMK1D,NAP1L2,VWC2,SMURF1,BHLHB9,ETV5"
"61","C4A-negative",1,TRUE,0.00219,425,931,49,0.053,0.115,"GO:0010975","BP",11,"regulation of neuron projection development",2,"FKBP4,ARHGAP44,PAFAH1B1,FSTL4,SYT1,TRPC5,PAK3,MAP2,RIMS1,GSK3B,DNM1L,RANBP1,LGALS1,MCF2,STK24,NDRG4,SCN1B,CPEB3,FIG4,RTN4,MARK1,BCL11A,RAP2A,EFNB2,OLFM1,SNAP25,SYT4,ATP8A2,PLXNC1,ZNF365,PPP3CA,ADCYAP1,SYT2,CPNE9,PLK2,PAK1,SERPINI1,CDK5,RET,NDEL1,ENC1,RIMS2,BDNF,CAMK1D,DCC,DNM3,SMURF1,BHLHB9,PLXNA4"
"62","C4A-negative",1,TRUE,0.000446,22,931,9,0.01,0.409,"GO:1903859","BP",11,"regulation of dendrite extension",3,"SYT1,RIMS1,RTN4,BCL11A,SYT4,SYT2,CPNE9,RIMS2,SMURF1"
"63","C4A-negative",1,TRUE,0.00778,19,931,7,0.008,0.368,"GO:1903861","BP",11,"positive regulation of dendrite extension",4,"SYT1,RIMS1,SYT4,SYT2,CPNE9,RIMS2,SMURF1"
"64","C4A-negative",1,TRUE,0.0466,130,931,18,0.019,0.138,"GO:0050773","BP",11,"regulation of dendrite development",1,"ARHGAP44,PAFAH1B1,FSTL4,TRPC5,PAK3,GSK3B,DNM1L,CPEB3,MARK1,BCL11A,RAP2A,PPP3CA,PLK2,CDK5,CAMK1D,DCC,DNM3,BHLHB9"
"65","C4A-negative",1,TRUE,0.0448,27,931,7,0.008,0.259,"GO:2000171","BP",11,"negative regulation of dendrite development",1,"FSTL4,TRPC5,BCL11A,PPP3CA,PLK2,DCC,DNM3"
"66","C4A-negative",1,TRUE,0.0287,256,931,30,0.032,0.117,"GO:1990778","BP",6,"protein localization to cell periphery",1,"ARHGAP44,ANK1,VPS35,EPB41L3,TESC,C2CD5,ARL6,KCNIP3,PLS1,RAP2A,EFR3A,SNAP25,MRAP2,SYTL2,CLTC,ATP1B1,GPR158,PID1,LZTFL1,CDK5,TUB,NSG1,PRKCE,RAB37,DPP10,AKAP5,KCNB2,ZDHHC23,MYO5A,SMURF1"
"67","C4A-negative",1,TRUE,0.0371,226,931,27,0.029,0.119,"GO:0072659","BP",6,"protein localization to plasma membrane",1,"ARHGAP44,ANK1,VPS35,EPB41L3,TESC,C2CD5,ARL6,KCNIP3,PLS1,RAP2A,EFR3A,MRAP2,SYTL2,CLTC,ATP1B1,GPR158,PID1,CDK5,NSG1,PRKCE,RAB37,DPP10,AKAP5,KCNB2,ZDHHC23,MYO5A,SMURF1"
"68","C4A-negative",1,TRUE,0.0478,70,931,12,0.013,0.171,"GO:0051952","BP",18,"regulation of amine transport",1,"SYT1,HTR2A,STX1A,RGS4,SYT4,SNCA,CRH,SV2A,KCNA2,DRD1,CCK,STK39"
"69","C4A-negative",1,TRUE,0.0244,771,931,71,0.076,0.092,"GO:0032446","BP",1,"protein modification by small protein conjugation",1,"HECW1,UBE3C,PHF23,TSPAN17,MAPK9,CUL1,ATG5,LNX1,UBE2T,UBE2K,HACE1,ATXN7L3,ASB2,NDFIP2,CUL2,TRIM37,MED31,DCUN1D4,PRPF19,CAND1,FBXO9,SKP1,CRBN,UBE3A,KLHL18,UBE3D,UBE2B,SENP5,TRIM32,BCL11A,EGR1,RNF11,RNF112,TRAF3,UBE2D2,RNF128,MED10,UBQLN1,RNF121,PRICKLE1,DCAF6,KLHL3,TRIM36,ANAPC1,FBXL2,UBR1,FBXO27,ZYG11B,CDK5,FBXO33,BTRC,UBE2E3,PRKCE,SOCS5,ENC1,FBXO45,GLMN,WSB2,UBE2N,ASB8,TSPYL5,RNF41,TTC3,UBE2F,CHP1,ANAPC7,ATG7,KLHL14,SMURF1,PJA2,RASSF5"
"70","C4A-negative",1,TRUE,0.02,723,931,68,0.073,0.094,"GO:0016567","BP",1,"protein ubiquitination",2,"HECW1,UBE3C,PHF23,TSPAN17,MAPK9,CUL1,ATG5,LNX1,UBE2T,UBE2K,HACE1,ATXN7L3,ASB2,NDFIP2,CUL2,TRIM37,MED31,DCUN1D4,PRPF19,CAND1,FBXO9,SKP1,CRBN,UBE3A,KLHL18,UBE3D,UBE2B,TRIM32,RNF11,RNF112,TRAF3,UBE2D2,RNF128,MED10,UBQLN1,RNF121,PRICKLE1,DCAF6,KLHL3,TRIM36,ANAPC1,FBXL2,UBR1,FBXO27,ZYG11B,CDK5,FBXO33,BTRC,UBE2E3,PRKCE,SOCS5,ENC1,FBXO45,GLMN,WSB2,UBE2N,ASB8,TSPYL5,RNF41,TTC3,UBE2F,CHP1,ANAPC7,ATG7,KLHL14,SMURF1,PJA2,RASSF5"
"71","C4A-negative",1,TRUE,0.000139,412,931,52,0.056,0.126,"GO:0016311","BP",29,"dephosphorylation",1,"MTMR7,SLC7A14,PHLPP2,RIMBP2,INPP5A,PTPN3,POLB,NUAK1,PPP2R5C,GSK3B,PPEF1,PPM1F,TIMM50,PPP3CB,MTMR4,DUSP3,CSRNP2,PPM1H,RNGTT,PHACTR1,GPLD1,FIG4,PPP2CA,DNAJC6,DUSP4,SYTL2,PPA2,PPP3CA,DUSP6,MTMR6,RPRD1A,ENSA,AKAP6,PTPRR,UBASH3B,DUSP2,SYNJ1,SGPP2,UBLCP1,PDP1,BTRC,YWHAB,CAMTA1,CYCS,RCAN2,PGP,CHP1,PTPRT,SLC39A10,PPP1R14C,SACM1L,PPME1"
"72","C4A-negative",1,TRUE,0.000263,290,931,40,0.043,0.138,"GO:0006470","BP",29,"protein dephosphorylation",2,"MTMR7,PHLPP2,PTPN3,NUAK1,PPP2R5C,GSK3B,PPEF1,PPM1F,TIMM50,PPP3CB,MTMR4,DUSP3,PPM1H,RNGTT,PHACTR1,PPP2CA,DNAJC6,DUSP4,PPA2,PPP3CA,DUSP6,MTMR6,RPRD1A,ENSA,AKAP6,PTPRR,UBASH3B,DUSP2,UBLCP1,PDP1,BTRC,YWHAB,CAMTA1,CYCS,RCAN2,PGP,PTPRT,SLC39A10,PPP1R14C,PPME1"
"73","C4A-negative",1,TRUE,0.0371,96,931,15,0.016,0.156,"GO:0035335","BP",29,"peptidyl-tyrosine dephosphorylation",3,"MTMR7,PTPN3,TIMM50,MTMR4,DUSP3,RNGTT,DNAJC6,DUSP4,DUSP6,MTMR6,PTPRR,UBASH3B,DUSP2,PGP,PTPRT"
"74","C4A-negative",1,TRUE,0.0482,756,931,68,0.073,0.09,"GO:0061024","BP",24,"membrane organization",1,"ARHGAP44,PAFAH1B1,SYT13,SYT1,REEP1,VPS35,NSF,RIMS1,EPB41L3,GSK3B,HACE1,DNM1L,NECAP1,SYNGR1,SEC23A,UBL4A,GDAP1,TIMM50,STX1A,TBC1D9,GLRB,C2CD5,ARL6,RTN4,AAK1,DNAJC6,ATL2,SEC16B,VAPB,NAPB,SNAP25,SYT4,ATP8A2,CCNB1,NAPG,TBC1D4,SYTL2,VAMP1,CLTC,ATP1B1,CNIH3,SYT2,SNCA,SH3KBP1,MAL2,DOC2A,RABGAP1L,PID1,SYNJ1,YWHAZ,MOAP1,NDEL1,YWHAB,SGSM1,NSG1,REPS2,SYT12,RTP1,STX19,CHRM2,RABIF,CHP1,ATG7,DNM3,ATL1,SMURF1,ETV5,MIR29B1"
"75","C4A-negative",1,TRUE,0.0146,220,931,28,0.03,0.127,"GO:0061025","BP",24,"membrane fusion",2,"SYT13,SYT1,NSF,RIMS1,HACE1,DNM1L,GDAP1,STX1A,TBC1D9,C2CD5,NAPB,SNAP25,SYT4,NAPG,TBC1D4,SYTL2,VAMP1,SYT2,DOC2A,RABGAP1L,PID1,SGSM1,SYT12,STX19,RABIF,CHP1,ATG7,DNM3"
"76","C4A-negative",1,TRUE,1.18e-05,132,931,27,0.029,0.205,"GO:0099003","BP",5,"vesicle-mediated transport in synapse",1,"SYT13,SYT1,PFN2,AP3M2,MAP2,RIMS1,DNM1L,DNAJC5,STX1A,DNAJC6,RIMS3,NAPB,SNAP25,SYT4,PREPL,SYT2,SNCA,DOC2A,AP3S2,SYNJ1,CADPS,CDK5,SYT12,RIMS2,AP3S1,STX19,DNM3"
"77","C4A-negative",1,TRUE,2.86e-13,564,931,89,0.096,0.158,"GO:0099536","BP",5,"synaptic signaling",1,"TAC1,PAFAH1B1,SYT13,GABRA1,APBA2,CACNB1,SYT1,PFN2,RIMS1,GSK3B,DNM1L,P2RX6,SYNGR1,DNAJC5,CELF4,HTR2A,SCN1B,STX1A,NPTX2,SLC1A1,PPP3CB,CPEB3,GLRB,KCNA1,GABRG2,FGF12,GLS,RIMS3,RGS4,PAIP2,SV2C,GRM4,GRIA3,NAPB,MCHR1,VGF,EIF2AK4,SNAP25,SYT4,CHRM3,GAD2,PREPL,PPP3CA,NOVA1,ADCYAP1,CNIH3,SYT2,CNTN4,SNCA,PLK2,HTR2C,CRH,SHC3,DOC2A,CDH8,HOMER1,GRIA4,PLCL2,SST,SYN2,SYNJ1,SV2A,CADPS,GRM2,CDK5,GPR176,NETO1,RIC3,NSG1,DRD5,DLGAP1,PRKCE,KCNK3,SYT12,NPAS4,MCTP1,RIMS2,STX19,EGR3,GRM8,AKAP5,CHRM2,CACNB4,DRD1,SV2B,HRH1,ADARB1,MYO5A,ETV5"
"78","C4A-negative",1,TRUE,2.86e-13,564,931,89,0.096,0.158,"GO:0099537","BP",5,"trans-synaptic signaling",2,"TAC1,PAFAH1B1,SYT13,GABRA1,APBA2,CACNB1,SYT1,PFN2,RIMS1,GSK3B,DNM1L,P2RX6,SYNGR1,DNAJC5,CELF4,HTR2A,SCN1B,STX1A,NPTX2,SLC1A1,PPP3CB,CPEB3,GLRB,KCNA1,GABRG2,FGF12,GLS,RIMS3,RGS4,PAIP2,SV2C,GRM4,GRIA3,NAPB,MCHR1,VGF,EIF2AK4,SNAP25,SYT4,CHRM3,GAD2,PREPL,PPP3CA,NOVA1,ADCYAP1,CNIH3,SYT2,CNTN4,SNCA,PLK2,HTR2C,CRH,SHC3,DOC2A,CDH8,HOMER1,GRIA4,PLCL2,SST,SYN2,SYNJ1,SV2A,CADPS,GRM2,CDK5,GPR176,NETO1,RIC3,NSG1,DRD5,DLGAP1,PRKCE,KCNK3,SYT12,NPAS4,MCTP1,RIMS2,STX19,EGR3,GRM8,AKAP5,CHRM2,CACNB4,DRD1,SV2B,HRH1,ADARB1,MYO5A,ETV5"
"79","C4A-negative",1,TRUE,2.86e-13,561,931,89,0.096,0.159,"GO:0098916","BP",5,"anterograde trans-synaptic signaling",3,"TAC1,PAFAH1B1,SYT13,GABRA1,APBA2,CACNB1,SYT1,PFN2,RIMS1,GSK3B,DNM1L,P2RX6,SYNGR1,DNAJC5,CELF4,HTR2A,SCN1B,STX1A,NPTX2,SLC1A1,PPP3CB,CPEB3,GLRB,KCNA1,GABRG2,FGF12,GLS,RIMS3,RGS4,PAIP2,SV2C,GRM4,GRIA3,NAPB,MCHR1,VGF,EIF2AK4,SNAP25,SYT4,CHRM3,GAD2,PREPL,PPP3CA,NOVA1,ADCYAP1,CNIH3,SYT2,CNTN4,SNCA,PLK2,HTR2C,CRH,SHC3,DOC2A,CDH8,HOMER1,GRIA4,PLCL2,SST,SYN2,SYNJ1,SV2A,CADPS,GRM2,CDK5,GPR176,NETO1,RIC3,NSG1,DRD5,DLGAP1,PRKCE,KCNK3,SYT12,NPAS4,MCTP1,RIMS2,STX19,EGR3,GRM8,AKAP5,CHRM2,CACNB4,DRD1,SV2B,HRH1,ADARB1,MYO5A,ETV5"
"80","C4A-negative",1,TRUE,2.86e-13,561,931,89,0.096,0.159,"GO:0007268","BP",5,"chemical synaptic transmission",4,"TAC1,PAFAH1B1,SYT13,GABRA1,APBA2,CACNB1,SYT1,PFN2,RIMS1,GSK3B,DNM1L,P2RX6,SYNGR1,DNAJC5,CELF4,HTR2A,SCN1B,STX1A,NPTX2,SLC1A1,PPP3CB,CPEB3,GLRB,KCNA1,GABRG2,FGF12,GLS,RIMS3,RGS4,PAIP2,SV2C,GRM4,GRIA3,NAPB,MCHR1,VGF,EIF2AK4,SNAP25,SYT4,CHRM3,GAD2,PREPL,PPP3CA,NOVA1,ADCYAP1,CNIH3,SYT2,CNTN4,SNCA,PLK2,HTR2C,CRH,SHC3,DOC2A,CDH8,HOMER1,GRIA4,PLCL2,SST,SYN2,SYNJ1,SV2A,CADPS,GRM2,CDK5,GPR176,NETO1,RIC3,NSG1,DRD5,DLGAP1,PRKCE,KCNK3,SYT12,NPAS4,MCTP1,RIMS2,STX19,EGR3,GRM8,AKAP5,CHRM2,CACNB4,DRD1,SV2B,HRH1,ADARB1,MYO5A,ETV5"
"81","C4A-negative",1,TRUE,0.0311,75,931,13,0.014,0.173,"GO:0035249","BP",5,"synaptic transmission, glutamatergic",5,"SYT1,HTR2A,GRM4,NAPB,ADCYAP1,CNIH3,SHC3,CDH8,HOMER1,GRM2,CDK5,GRM8,DRD1"
"82","C4A-negative",1,TRUE,0.000133,302,931,42,0.045,0.139,"GO:0099177","BP",5,"regulation of trans-synaptic signaling",3,"TAC1,SYT1,PFN2,RIMS1,DNM1L,SYNGR1,CELF4,HTR2A,STX1A,PPP3CB,CPEB3,RIMS3,RGS4,PAIP2,GRM4,NAPB,VGF,EIF2AK4,SNAP25,SYT4,PREPL,PPP3CA,ADCYAP1,CNTN4,SNCA,PLK2,CRH,HOMER1,PLCL2,GRM2,CDK5,NETO1,NSG1,DRD5,PRKCE,SYT12,NPAS4,MCTP1,RIMS2,GRM8,DRD1,HRH1"
"83","C4A-negative",1,TRUE,0.000124,301,931,42,0.045,0.14,"GO:0050804","BP",5,"modulation of chemical synaptic transmission",4,"TAC1,SYT1,PFN2,RIMS1,DNM1L,SYNGR1,CELF4,HTR2A,STX1A,PPP3CB,CPEB3,RIMS3,RGS4,PAIP2,GRM4,NAPB,VGF,EIF2AK4,SNAP25,SYT4,PREPL,PPP3CA,ADCYAP1,CNTN4,SNCA,PLK2,CRH,HOMER1,PLCL2,GRM2,CDK5,NETO1,NSG1,DRD5,PRKCE,SYT12,NPAS4,MCTP1,RIMS2,GRM8,DRD1,HRH1"
"84","C4A-negative",1,TRUE,0.024,131,931,19,0.02,0.145,"GO:0050806","BP",5,"positive regulation of synaptic transmission",5,"TAC1,SYT1,RIMS1,DNM1L,STX1A,RGS4,PAIP2,EIF2AK4,SNAP25,ADCYAP1,SNCA,PLK2,CRH,NETO1,NSG1,PRKCE,SYT12,RIMS2,DRD1"
"85","C4A-negative",1,TRUE,1.18e-05,362,931,51,0.055,0.141,"GO:0023061","BP",5,"signal release",1,"ICA1,TAC1,SYT13,NNAT,SYT1,VPS35,GAL,PFN2,RIMS1,DNM1L,DNAJC5,ARHGEF7,ARL2BP,STX1A,PPP3CB,GPLD1,HMGCR,RIMS3,GRM4,NAPB,VGF,SNAP25,SYT4,RAB11FIP5,PREPL,PPP3CA,ADCYAP1,MPC2,ENSA,SYT2,STXBP5L,SNCA,VIP,HTR2C,CRH,DOC2A,ITPR1,SYN2,SYNJ1,VSNL1,CADPS,SLC9B2,CDK5,KCNC2,SCG5,PRKCE,SYT12,MCTP1,RIMS2,STX19,MYO5A"
"86","C4A-negative",1,TRUE,0.000148,127,931,24,0.026,0.189,"GO:0099643","BP",5,"signal release from synapse",2,"SYT13,SYT1,PFN2,RIMS1,DNM1L,DNAJC5,STX1A,RIMS3,GRM4,NAPB,SNAP25,SYT4,PREPL,SYT2,SNCA,DOC2A,SYN2,SYNJ1,CADPS,CDK5,SYT12,MCTP1,RIMS2,STX19"
"87","C4A-negative",1,TRUE,0.0443,253,931,29,0.031,0.115,"GO:0046879","BP",5,"hormone secretion",2,"ICA1,TAC1,NNAT,GAL,ARHGEF7,ARL2BP,STX1A,PPP3CB,GPLD1,HMGCR,VGF,SNAP25,RAB11FIP5,PPP3CA,ADCYAP1,MPC2,ENSA,STXBP5L,VIP,HTR2C,CRH,ITPR1,VSNL1,SLC9B2,KCNC2,SCG5,PRKCE,RIMS2,MYO5A"
"88","C4A-negative",1,TRUE,0.00407,598,931,62,0.067,0.104,"GO:0051640","BP",5,"organelle localization",1,"PAFAH1B1,SYT13,RAB27B,C12ORF4,SYT1,PFN2,AP3M2,NSF,KIFAP3,MAP2,RIMS1,DNM1L,SEC23A,DNAJC5,CEP76,NDRG4,RPGRIP1L,STX1A,ARL6,MARK1,RIMS3,MREG,UBE2B,NR4A3,FAM98A,SEC16B,NAPB,KIF3A,SNAP25,SYT4,CCNB1,ARL8B,SYTL2,PREPL,LRPPRC,ACTR1A,BBS7,VPS33A,RAB15,CNIH3,SYT2,RALB,SNCA,SHROOM2,DOC2A,UCHL1,AP3S2,SYNJ1,CADPS,CDK5,YWHAZ,NDEL1,ATCAY,RAB37,SYT12,DCTN2,RIMS2,AP3S1,STX19,MYO5A,DNM3,SDAD1"
"89","C4A-negative",1,TRUE,1.59e-06,251,931,42,0.045,0.167,"GO:0051648","BP",5,"vesicle localization",2,"PAFAH1B1,SYT13,RAB27B,SYT1,PFN2,AP3M2,NSF,KIFAP3,MAP2,RIMS1,DNM1L,SEC23A,DNAJC5,STX1A,ARL6,RIMS3,MREG,SEC16B,NAPB,KIF3A,SNAP25,SYT4,PREPL,BBS7,VPS33A,CNIH3,SYT2,SNCA,SHROOM2,DOC2A,AP3S2,SYNJ1,CADPS,CDK5,NDEL1,SYT12,DCTN2,RIMS2,AP3S1,STX19,MYO5A,DNM3"
"90","C4A-negative",1,TRUE,6.91e-06,120,931,26,0.028,0.217,"GO:0097479","BP",5,"synaptic vesicle localization",3,"SYT13,SYT1,PFN2,AP3M2,MAP2,RIMS1,DNM1L,DNAJC5,STX1A,RIMS3,NAPB,SNAP25,SYT4,PREPL,SYT2,SNCA,DOC2A,AP3S2,SYNJ1,CADPS,CDK5,SYT12,RIMS2,AP3S1,STX19,DNM3"
"91","C4A-negative",1,TRUE,0.00987,26,931,8,0.009,0.308,"GO:0051875","BP",5,"pigment granule localization",3,"RAB27B,ARL6,MREG,BBS7,VPS33A,SHROOM2,DCTN2,MYO5A"
"92","C4A-negative",1,TRUE,0.00778,25,931,8,0.009,0.32,"GO:0032400","BP",5,"melanosome localization",4,"RAB27B,ARL6,MREG,BBS7,VPS33A,SHROOM2,DCTN2,MYO5A"
